               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.025236,           0.0058319,           0.0016456,             0.97909,             0.98571,             0.97672,             0.52842,            0.031098,           0.0043412,          0.00064354,             0.00703,             0.00703,             0.00703
                 152,            0.025302,           0.0059787,           0.0012552,              0.9632,              0.9672,             0.95296,             0.48916,            0.030992,           0.0043796,          0.00068176,           0.0070102,           0.0070102,           0.0070102
                 153,            0.025381,           0.0055379,           0.0016888,             0.98386,              0.9846,             0.97718,             0.57738,            0.030303,           0.0043139,          0.00073864,           0.0069904,           0.0069904,           0.0069904
                 154,            0.024422,           0.0056359,           0.0023044,             0.99088,             0.99761,               0.995,             0.58802,            0.025459,           0.0042111,          0.00074808,           0.0069706,           0.0069706,           0.0069706
                 155,            0.025328,           0.0054815,           0.0022295,             0.98135,             0.98571,             0.97925,              0.5751,             0.03064,           0.0042173,          0.00072144,           0.0069508,           0.0069508,           0.0069508
                 156,            0.027158,           0.0057354,           0.0022383,             0.98253,             0.98571,              0.9776,             0.57634,            0.033708,            0.004299,           0.0006888,            0.006931,            0.006931,            0.006931
                 157,            0.023645,             0.00526,           0.0016065,             0.98215,             0.98571,             0.97747,             0.56262,            0.031757,           0.0044302,          0.00067802,           0.0069112,           0.0069112,           0.0069112
                 158,            0.025008,           0.0059605,           0.0018309,             0.98185,             0.98571,             0.97741,             0.59169,            0.031388,           0.0043029,          0.00060768,           0.0068914,           0.0068914,           0.0068914
                 159,            0.025658,           0.0055929,           0.0016702,             0.98302,             0.98571,             0.97769,             0.56931,             0.02907,           0.0045243,          0.00058427,           0.0068716,           0.0068716,           0.0068716
                 160,            0.023585,           0.0064231,            0.001587,             0.99718,                   1,               0.995,             0.59265,             0.02666,           0.0044313,          0.00055723,           0.0068518,           0.0068518,           0.0068518
                 161,            0.025381,           0.0056178,           0.0011445,             0.98386,             0.98571,             0.97859,             0.59433,            0.028578,            0.004414,          0.00054232,            0.006832,            0.006832,            0.006832
                 162,            0.025589,           0.0054184,            0.001179,             0.98253,             0.98571,             0.97717,             0.57842,              0.0263,           0.0044065,          0.00053299,           0.0068122,           0.0068122,           0.0068122
                 163,            0.025477,           0.0057328,           0.0017219,             0.98159,             0.98571,             0.97766,             0.57706,            0.028756,           0.0044624,          0.00051878,           0.0067924,           0.0067924,           0.0067924
                 164,            0.023434,           0.0058782,           0.0017229,             0.98171,             0.98571,              0.9767,             0.54354,            0.033056,           0.0045218,          0.00051201,           0.0067726,           0.0067726,           0.0067726
                 165,            0.024513,            0.005722,           0.0013145,             0.98152,             0.98571,             0.97493,             0.57431,            0.030894,           0.0044208,          0.00054333,           0.0067528,           0.0067528,           0.0067528
                 166,             0.02401,           0.0064679,            0.001357,             0.98102,             0.98571,             0.97419,             0.55252,            0.029313,           0.0043672,          0.00056683,            0.006733,            0.006733,            0.006733
                 167,            0.024643,           0.0057012,           0.0018482,             0.97994,             0.98571,             0.97215,             0.56714,            0.029638,           0.0044282,           0.0005711,           0.0067132,           0.0067132,           0.0067132
                 168,            0.027021,           0.0049964,           0.0010482,              0.9768,             0.98485,             0.97216,               0.529,            0.029811,           0.0046325,          0.00056612,           0.0066934,           0.0066934,           0.0066934
                 169,            0.025181,            0.006068,           0.0015495,             0.97861,             0.98382,             0.97253,             0.49473,            0.032024,           0.0045492,          0.00059072,           0.0066736,           0.0066736,           0.0066736
                 170,            0.023083,           0.0058213,           0.0016124,             0.98052,             0.98493,             0.97256,             0.46519,            0.033126,           0.0044932,          0.00056009,           0.0066538,           0.0066538,           0.0066538
                 171,            0.024503,           0.0055452,           0.0011693,             0.98149,             0.98556,              0.9734,             0.50763,            0.031453,           0.0043293,           0.0005455,            0.006634,            0.006634,            0.006634
                 172,            0.024496,           0.0063089,           0.0018911,             0.98049,              0.9857,              0.9753,             0.56137,            0.027053,           0.0041694,          0.00055056,           0.0066142,           0.0066142,           0.0066142
                 173,            0.023516,           0.0052296,           0.0012593,             0.97993,             0.98571,             0.97866,             0.57478,            0.030079,           0.0042494,          0.00059265,           0.0065944,           0.0065944,           0.0065944
                 174,            0.021799,           0.0051522,          0.00087163,             0.97934,             0.98571,             0.97875,             0.56682,            0.030152,           0.0042506,          0.00056458,           0.0065746,           0.0065746,           0.0065746
                 175,            0.024112,           0.0050225,          0.00085997,             0.97889,             0.98571,              0.9782,             0.56791,            0.029255,           0.0043336,          0.00051044,           0.0065548,           0.0065548,           0.0065548
                 176,             0.02341,           0.0056134,           0.0014738,             0.98021,             0.98571,             0.98192,             0.61379,            0.025104,           0.0042041,            0.000471,            0.006535,            0.006535,            0.006535
                 177,            0.024163,           0.0056967,           0.0013382,             0.98074,             0.98571,             0.97907,             0.58252,            0.027595,           0.0043134,          0.00048131,           0.0065152,           0.0065152,           0.0065152
                 178,            0.023971,            0.005553,          0.00090427,             0.98243,             0.98571,             0.97778,             0.57564,            0.028548,           0.0042774,          0.00047519,           0.0064954,           0.0064954,           0.0064954
                 179,            0.022125,           0.0048527,           0.0014006,             0.99598,                   1,               0.995,             0.59019,             0.03098,           0.0041272,          0.00046886,           0.0064756,           0.0064756,           0.0064756
                 180,            0.023618,           0.0059192,          0.00099732,             0.98267,             0.98388,             0.98071,             0.56147,            0.031835,           0.0041786,          0.00047135,           0.0064558,           0.0064558,           0.0064558
                 181,            0.026276,           0.0057562,          0.00083548,             0.98115,             0.98571,              0.9812,             0.56271,            0.030142,           0.0040519,           0.0004928,            0.006436,            0.006436,            0.006436
                 182,            0.022384,           0.0055423,           0.0017101,             0.98189,             0.98571,             0.97769,             0.56572,            0.030212,           0.0040199,          0.00053938,           0.0064162,           0.0064162,           0.0064162
                 183,            0.022811,           0.0057484,           0.0023102,             0.98147,             0.98503,             0.97676,             0.60082,            0.028003,           0.0039373,          0.00059752,           0.0063964,           0.0063964,           0.0063964
                 184,            0.024358,           0.0058228,           0.0015642,             0.98028,             0.98453,             0.97302,             0.61076,            0.026802,           0.0040071,          0.00062498,           0.0063766,           0.0063766,           0.0063766
                 185,            0.021933,           0.0054621,           0.0014252,             0.98104,             0.98443,             0.97711,             0.55927,            0.028334,           0.0041865,          0.00054651,           0.0063568,           0.0063568,           0.0063568
                 186,            0.022892,           0.0055784,           0.0012253,             0.98075,             0.98491,             0.97778,             0.58681,            0.027048,           0.0042569,          0.00046087,            0.006337,            0.006337,            0.006337
                 187,            0.023445,           0.0054047,          0.00096611,             0.97976,             0.98467,             0.97862,              0.5829,            0.028794,           0.0042734,          0.00044613,           0.0063172,           0.0063172,           0.0063172
                 188,            0.023738,           0.0054103,           0.0013177,             0.97872,             0.98447,             0.97862,              0.5704,            0.030235,           0.0043282,          0.00045022,           0.0062974,           0.0062974,           0.0062974
                 189,            0.021361,            0.005618,           0.0010418,              0.9936,             0.99869,               0.995,             0.55435,            0.025993,           0.0043045,          0.00043936,           0.0062776,           0.0062776,           0.0062776
                 190,            0.023067,           0.0055342,           0.0010891,             0.98014,             0.98452,               0.977,             0.53677,            0.031478,           0.0043913,           0.0004598,           0.0062578,           0.0062578,           0.0062578
                 191,            0.023143,           0.0058929,          0.00091261,             0.98159,              0.9846,             0.97659,             0.51711,            0.029142,           0.0044373,          0.00051321,            0.006238,            0.006238,            0.006238
                 192,            0.022127,           0.0056793,           0.0013608,             0.98418,             0.98571,             0.97477,             0.58012,            0.027345,           0.0043149,          0.00058752,           0.0062182,           0.0062182,           0.0062182
                 193,            0.022987,           0.0050625,          0.00094425,             0.98366,             0.98571,             0.97478,             0.56466,            0.029511,           0.0043143,          0.00063527,           0.0061984,           0.0061984,           0.0061984
                 194,            0.024107,            0.006193,           0.0019388,             0.98324,             0.98428,             0.97474,             0.58007,            0.030438,           0.0042701,           0.0006509,           0.0061786,           0.0061786,           0.0061786
                 195,            0.022677,           0.0053646,           0.0012855,             0.97967,             0.98437,             0.97541,             0.62391,            0.028119,           0.0042746,          0.00063635,           0.0061588,           0.0061588,           0.0061588
                 196,             0.02055,           0.0054266,            0.001151,             0.97759,             0.98437,             0.97513,             0.59814,              0.0284,           0.0043243,          0.00056507,            0.006139,            0.006139,            0.006139
                 197,            0.023045,           0.0053954,           0.0015876,             0.97826,             0.98443,             0.97512,             0.64266,            0.028001,           0.0041973,          0.00053849,           0.0061192,           0.0061192,           0.0061192
                 198,            0.023575,           0.0055702,           0.0015502,             0.98141,             0.98527,             0.97732,             0.64041,            0.025526,           0.0041401,          0.00063287,           0.0060994,           0.0060994,           0.0060994
                 199,            0.022642,           0.0058893,           0.0015976,             0.98251,             0.98527,             0.97646,             0.62964,            0.026798,           0.0041683,          0.00060081,           0.0060796,           0.0060796,           0.0060796
                 200,            0.022739,           0.0058407,           0.0019072,             0.99545,             0.99869,               0.995,             0.64845,            0.023621,           0.0041348,           0.0005558,           0.0060598,           0.0060598,           0.0060598
                 201,            0.024032,           0.0055675,           0.0010307,             0.99506,             0.99877,               0.995,             0.64257,            0.024356,           0.0041857,          0.00049488,             0.00604,             0.00604,             0.00604
                 202,            0.022377,            0.005256,           0.0018873,             0.97807,              0.9844,             0.97929,             0.61858,            0.029292,           0.0042445,          0.00047394,           0.0060202,           0.0060202,           0.0060202
                 203,            0.025047,           0.0050322,           0.0013029,             0.97626,             0.98433,             0.97901,             0.58671,            0.029011,            0.004199,          0.00046179,           0.0060004,           0.0060004,           0.0060004
                 204,            0.024009,           0.0052683,           0.0020228,             0.97749,             0.98415,             0.97921,             0.54337,             0.03095,           0.0042402,          0.00044406,           0.0059806,           0.0059806,           0.0059806
                 205,            0.022535,           0.0051587,           0.0013157,             0.97846,             0.98445,             0.98001,             0.61358,            0.029726,           0.0041767,          0.00048756,           0.0059608,           0.0059608,           0.0059608
                 206,            0.022385,           0.0051684,           0.0011752,             0.97845,             0.98459,             0.98002,             0.60326,            0.028527,           0.0042019,          0.00049974,            0.005941,            0.005941,            0.005941
                 207,            0.023118,           0.0060351,           0.0011017,             0.97918,             0.98492,             0.98143,             0.61823,            0.026579,             0.00421,          0.00050353,           0.0059212,           0.0059212,           0.0059212
                 208,            0.022436,           0.0051937,           0.0011082,             0.97919,              0.9848,             0.98221,             0.58464,            0.027419,           0.0043012,          0.00049181,           0.0059014,           0.0059014,           0.0059014
                 209,            0.021571,           0.0052695,            0.001127,             0.97916,             0.98488,             0.97977,             0.52818,            0.030229,              0.0044,          0.00048983,           0.0058816,           0.0058816,           0.0058816
                 210,            0.022782,           0.0051132,           0.0015067,             0.97874,             0.98456,             0.98031,             0.58667,            0.026754,           0.0041646,          0.00047289,           0.0058618,           0.0058618,           0.0058618
                 211,            0.022299,           0.0053156,          0.00096514,             0.97653,             0.98432,             0.98038,              0.5921,            0.029848,           0.0042844,          0.00050451,            0.005842,            0.005842,            0.005842
                 212,            0.021716,           0.0053094,           0.0016352,             0.97598,             0.98429,             0.98201,             0.55188,            0.030308,           0.0042988,          0.00053532,           0.0058222,           0.0058222,           0.0058222
                 213,             0.02364,           0.0051812,          0.00095907,             0.97522,             0.98421,             0.98117,             0.55337,            0.030271,           0.0042643,          0.00063361,           0.0058024,           0.0058024,           0.0058024
                 214,             0.02301,           0.0051792,           0.0010472,             0.97542,             0.98414,             0.97751,             0.56362,            0.030043,           0.0042012,           0.0006484,           0.0057826,           0.0057826,           0.0057826
                 215,            0.021531,           0.0053811,          0.00086664,             0.97582,             0.98412,              0.9777,             0.54719,             0.02941,           0.0042513,          0.00063074,           0.0057628,           0.0057628,           0.0057628
                 216,            0.021943,            0.005761,          0.00080047,             0.98209,              0.9672,              0.9771,             0.56934,            0.027024,           0.0042646,          0.00061447,            0.005743,            0.005743,            0.005743
                 217,            0.020976,           0.0054539,          0.00096205,             0.98155,              0.9672,             0.97628,             0.54333,            0.029765,            0.004383,          0.00063666,           0.0057232,           0.0057232,           0.0057232
                 218,            0.020435,           0.0053277,          0.00081542,             0.98105,              0.9672,             0.97625,             0.57325,            0.028318,           0.0044701,          0.00060518,           0.0057034,           0.0057034,           0.0057034
                 219,            0.021462,           0.0056752,          0.00066377,             0.97548,             0.98407,             0.98202,             0.57712,            0.029138,           0.0044192,          0.00057487,           0.0056836,           0.0056836,           0.0056836
                 220,            0.022135,           0.0056798,          0.00065079,             0.98788,             0.99799,               0.995,             0.61673,            0.024603,           0.0043262,          0.00054256,           0.0056638,           0.0056638,           0.0056638
                 221,            0.021438,           0.0053867,          0.00095057,             0.97763,             0.98417,             0.98172,             0.59537,            0.028597,           0.0043665,          0.00054843,            0.005644,            0.005644,            0.005644
                 222,            0.021347,           0.0054432,          0.00084505,             0.97675,             0.98418,             0.97739,             0.59233,            0.028215,           0.0043248,          0.00056929,           0.0056242,           0.0056242,           0.0056242
                 223,            0.021903,            0.005088,          0.00076509,             0.99118,             0.99857,               0.995,             0.64113,            0.024659,           0.0041845,          0.00061449,           0.0056044,           0.0056044,           0.0056044
                 224,            0.020767,           0.0054509,          0.00097284,             0.99174,             0.99865,               0.995,             0.55871,            0.027305,           0.0042515,          0.00063389,           0.0055846,           0.0055846,           0.0055846
                 225,            0.021819,           0.0056311,          0.00077557,             0.99206,             0.99873,               0.995,             0.59259,            0.026879,           0.0041878,          0.00064379,           0.0055648,           0.0055648,           0.0055648
                 226,            0.021865,           0.0052635,           0.0012416,             0.99598,             0.99999,               0.995,             0.62403,            0.025593,           0.0041137,           0.0005934,            0.005545,            0.005545,            0.005545
                 227,            0.020092,           0.0055321,          0.00094062,             0.98272,             0.98571,             0.97693,             0.59383,            0.027805,           0.0041828,          0.00054304,           0.0055252,           0.0055252,           0.0055252
                 228,            0.021456,           0.0049613,          0.00090643,             0.98259,             0.98571,             0.97771,              0.5904,            0.026923,           0.0041155,          0.00053038,           0.0055054,           0.0055054,           0.0055054
                 229,            0.021418,           0.0053746,           0.0009734,             0.98129,             0.98558,              0.9794,             0.56717,            0.028159,           0.0041269,          0.00054018,           0.0054856,           0.0054856,           0.0054856
                 230,            0.022223,           0.0050991,          0.00093988,             0.97962,             0.98455,             0.97894,             0.56992,            0.028146,           0.0040771,          0.00054647,           0.0054658,           0.0054658,           0.0054658
                 231,            0.020717,           0.0045578,          0.00061464,             0.97743,             0.98427,              0.9781,             0.55949,            0.028124,           0.0041136,          0.00054302,            0.005446,            0.005446,            0.005446
                 232,            0.022099,           0.0052662,          0.00094457,             0.97688,             0.98433,             0.97851,             0.57087,            0.029435,           0.0042067,          0.00051939,           0.0054262,           0.0054262,           0.0054262
                 233,            0.021842,           0.0054469,           0.0013629,             0.97756,             0.98441,             0.98021,              0.5897,            0.029106,           0.0042102,          0.00048197,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020909,           0.0053291,          0.00086109,             0.97907,             0.98442,             0.97802,             0.53674,            0.032795,           0.0044923,           0.0004782,           0.0053866,           0.0053866,           0.0053866
                 235,            0.021739,            0.005173,           0.0012073,             0.98026,             0.98477,             0.98047,             0.54025,            0.030747,           0.0045586,          0.00046884,           0.0053668,           0.0053668,           0.0053668
                 236,            0.020739,           0.0047443,          0.00097661,             0.98092,             0.98496,             0.98053,              0.5085,            0.032684,           0.0046499,          0.00043861,            0.005347,            0.005347,            0.005347
                 237,            0.020901,           0.0052222,           0.0008016,             0.98201,             0.98571,              0.9824,             0.58736,            0.028969,            0.004443,           0.0004312,           0.0053272,           0.0053272,           0.0053272
                 238,            0.020858,           0.0052863,          0.00084049,             0.98205,             0.98571,             0.98197,              0.5977,             0.02856,           0.0043369,          0.00040383,           0.0053074,           0.0053074,           0.0053074
                 239,             0.02184,           0.0054022,          0.00086734,             0.98134,             0.98489,             0.98438,             0.62652,            0.025349,           0.0042099,          0.00038385,           0.0052876,           0.0052876,           0.0052876
                 240,            0.020886,           0.0060157,          0.00086197,             0.97821,             0.98409,               0.984,             0.63424,            0.026872,           0.0041579,          0.00038211,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020829,           0.0051125,          0.00077147,             0.97573,             0.98422,             0.98357,             0.64324,            0.027603,           0.0042062,          0.00040191,            0.005248,            0.005248,            0.005248
                 242,            0.020609,           0.0051755,          0.00057692,             0.97601,             0.98424,             0.98402,             0.61477,             0.02703,           0.0041849,          0.00040586,           0.0052282,           0.0052282,           0.0052282
                 243,            0.020218,           0.0056673,          0.00070223,             0.97758,             0.98426,             0.98445,             0.62546,            0.026309,           0.0042008,          0.00041103,           0.0052084,           0.0052084,           0.0052084
                 244,             0.02039,           0.0047332,           0.0014226,             0.97813,             0.98425,             0.98536,             0.60566,            0.026934,           0.0042191,           0.0004252,           0.0051886,           0.0051886,           0.0051886
                 245,            0.021368,           0.0053762,          0.00076375,             0.97867,             0.98422,             0.98448,             0.63567,            0.025117,           0.0041796,          0.00045247,           0.0051688,           0.0051688,           0.0051688
                 246,             0.02174,           0.0049906,           0.0011326,             0.98008,             0.98464,             0.98495,             0.62485,            0.027496,           0.0041656,          0.00043816,            0.005149,            0.005149,            0.005149
                 247,            0.020608,           0.0048846,           0.0012201,             0.99484,             0.99911,               0.995,             0.64523,            0.024025,            0.004093,          0.00046912,           0.0051292,           0.0051292,           0.0051292
                 248,             0.02169,           0.0054616,           0.0010109,             0.97989,             0.98462,             0.98334,              0.5991,            0.026964,           0.0041572,          0.00046278,           0.0051094,           0.0051094,           0.0051094
                 249,            0.020508,           0.0052337,           0.0011041,             0.97802,             0.98435,             0.97927,             0.58305,             0.02715,           0.0042737,          0.00046191,           0.0050896,           0.0050896,           0.0050896
                 250,            0.020001,           0.0051164,           0.0010388,             0.97894,             0.98448,             0.97727,              0.5788,             0.02833,           0.0043299,           0.0004354,           0.0050698,           0.0050698,           0.0050698
                 251,            0.019302,           0.0048748,          0.00062415,             0.97845,             0.98451,             0.97795,             0.56589,            0.030183,           0.0043983,          0.00041463,             0.00505,             0.00505,             0.00505
                 252,            0.022377,           0.0055367,          0.00098467,             0.97577,             0.98442,             0.97795,             0.60526,            0.027842,           0.0042965,          0.00039714,           0.0050302,           0.0050302,           0.0050302
                 253,            0.019613,           0.0057336,           0.0010648,             0.97345,             0.98446,             0.97835,             0.62354,            0.025356,           0.0041996,          0.00039788,           0.0050104,           0.0050104,           0.0050104
                 254,            0.019684,           0.0049351,          0.00096279,             0.98297,              0.9672,             0.97708,             0.58736,            0.026942,            0.004268,          0.00039852,           0.0049906,           0.0049906,           0.0049906
                 255,             0.02004,           0.0052234,          0.00084652,             0.99701,             0.98148,             0.99397,             0.61323,            0.025668,           0.0041946,          0.00041529,           0.0049708,           0.0049708,           0.0049708
                 256,            0.020528,           0.0052254,          0.00079569,             0.98297,              0.9672,             0.97555,             0.60476,            0.027769,           0.0042908,           0.0003988,            0.004951,            0.004951,            0.004951
                 257,            0.021919,           0.0048466,          0.00067984,             0.98301,              0.9672,             0.97317,             0.60612,            0.026785,           0.0042536,          0.00038694,           0.0049312,           0.0049312,           0.0049312
                 258,            0.020095,           0.0047889,          0.00050133,             0.98351,              0.9672,             0.97562,             0.62245,            0.026637,           0.0042601,          0.00033718,           0.0049114,           0.0049114,           0.0049114
                 259,            0.020652,           0.0053483,          0.00092064,             0.97409,             0.98445,             0.97814,             0.60791,            0.027505,           0.0042968,          0.00032391,           0.0048916,           0.0048916,           0.0048916
                 260,            0.019527,           0.0050966,          0.00074961,             0.97517,             0.98441,             0.97734,             0.62071,            0.026103,           0.0042787,          0.00029806,           0.0048718,           0.0048718,           0.0048718
                 261,             0.02063,           0.0049876,          0.00080859,             0.97695,             0.98442,             0.98049,             0.61775,            0.026974,           0.0042212,          0.00027766,            0.004852,            0.004852,            0.004852
                 262,            0.020084,           0.0054465,          0.00070886,             0.97759,             0.98442,             0.98375,             0.59952,            0.028335,           0.0042059,          0.00028537,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019462,           0.0045455,          0.00055096,             0.97798,             0.98451,             0.98425,             0.59667,             0.02824,           0.0041864,          0.00028988,           0.0048124,           0.0048124,           0.0048124
                 264,            0.021205,           0.0052618,          0.00054488,             0.97813,             0.98443,             0.98431,             0.61273,            0.026075,           0.0042534,          0.00030971,           0.0047926,           0.0047926,           0.0047926
                 265,            0.019489,           0.0049428,          0.00069816,             0.97798,             0.98435,             0.98287,             0.57244,            0.029069,           0.0044459,          0.00034284,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018751,           0.0049146,          0.00077396,             0.97627,              0.9843,             0.98119,               0.608,            0.026155,            0.004452,          0.00038081,            0.004753,            0.004753,            0.004753
                 267,            0.018855,           0.0051933,          0.00064152,             0.97502,             0.98437,             0.97788,             0.61424,            0.024952,            0.004423,          0.00037007,           0.0047332,           0.0047332,           0.0047332
                 268,            0.019469,           0.0055369,          0.00085847,             0.97553,             0.98438,             0.98079,             0.61432,            0.026269,           0.0045323,          0.00036181,           0.0047134,           0.0047134,           0.0047134
                 269,            0.019603,           0.0054995,          0.00072045,             0.97707,             0.98438,             0.97837,             0.59421,            0.027902,           0.0045752,          0.00034193,           0.0046936,           0.0046936,           0.0046936
                 270,            0.018609,           0.0053315,          0.00088457,             0.97738,             0.98435,             0.97771,             0.57962,            0.029456,            0.004575,          0.00033214,           0.0046738,           0.0046738,           0.0046738
                 271,            0.019788,           0.0053725,           0.0011152,             0.97812,             0.98431,             0.97641,             0.61818,            0.027512,           0.0043402,          0.00033344,            0.004654,            0.004654,            0.004654
                 272,            0.019837,           0.0048178,          0.00075693,             0.98049,             0.98435,             0.97685,             0.63052,            0.026603,             0.00431,          0.00033382,           0.0046342,           0.0046342,           0.0046342
                 273,            0.020027,           0.0051775,          0.00055371,             0.98104,             0.98461,             0.97877,             0.59172,            0.029516,           0.0043705,          0.00034118,           0.0046144,           0.0046144,           0.0046144
                 274,            0.020915,           0.0053008,          0.00079221,             0.98076,             0.98492,             0.98152,             0.58226,            0.026991,           0.0042492,          0.00032294,           0.0045946,           0.0045946,           0.0045946
                 275,            0.019956,           0.0051364,          0.00063988,             0.97992,             0.98486,             0.97948,              0.6107,            0.027227,           0.0042084,          0.00032451,           0.0045748,           0.0045748,           0.0045748
                 276,            0.019513,           0.0050594,          0.00053705,             0.99274,             0.99898,               0.995,             0.64563,            0.026087,           0.0041594,          0.00032082,            0.004555,            0.004555,            0.004555
                 277,            0.019754,           0.0048463,          0.00077556,             0.99355,             0.99926,               0.995,             0.64392,            0.026756,           0.0041253,          0.00031668,           0.0045352,           0.0045352,           0.0045352
                 278,            0.019949,           0.0053219,          0.00067041,             0.99485,             0.99984,               0.995,             0.63762,             0.02586,            0.004152,          0.00031154,           0.0045154,           0.0045154,           0.0045154
                 279,            0.019345,           0.0051075,          0.00094311,             0.99502,             0.99983,               0.995,             0.65148,            0.024409,           0.0040669,          0.00030766,           0.0044956,           0.0044956,           0.0044956
                 280,            0.020033,             0.00485,             0.00059,             0.99542,                   1,               0.995,             0.61978,            0.025662,           0.0039918,          0.00032427,           0.0044758,           0.0044758,           0.0044758
                 281,            0.018429,           0.0048063,           0.0009126,             0.99549,                   1,               0.995,             0.65235,            0.025811,           0.0040162,           0.0003204,            0.004456,            0.004456,            0.004456
                 282,            0.018002,           0.0049315,          0.00062375,             0.99534,             0.99995,               0.995,             0.59816,            0.028101,           0.0041333,           0.0003178,           0.0044362,           0.0044362,           0.0044362
                 283,            0.019087,            0.005136,          0.00086802,             0.98078,             0.98531,             0.97991,             0.58234,            0.029719,           0.0042745,          0.00032064,           0.0044164,           0.0044164,           0.0044164
                 284,            0.020326,           0.0049323,          0.00082781,             0.98076,             0.98539,             0.97917,              0.5835,            0.029193,           0.0043925,          0.00030016,           0.0043966,           0.0043966,           0.0043966
                 285,            0.019199,           0.0045207,          0.00074734,             0.98033,              0.9851,              0.9779,             0.62038,            0.024816,           0.0042916,           0.0003015,           0.0043768,           0.0043768,           0.0043768
                 286,            0.020938,           0.0053139,          0.00053683,             0.97988,             0.98496,             0.97795,             0.61981,            0.025247,           0.0042352,          0.00029877,            0.004357,            0.004357,            0.004357
                 287,            0.020199,           0.0045944,          0.00068779,             0.97892,             0.98476,             0.98076,             0.60148,            0.026577,           0.0043085,          0.00030032,           0.0043372,           0.0043372,           0.0043372
                 288,            0.022306,           0.0051508,          0.00063427,             0.99175,             0.99886,               0.995,              0.6268,            0.026414,           0.0042068,          0.00032513,           0.0043174,           0.0043174,           0.0043174
                 289,            0.019639,           0.0052231,          0.00063868,             0.97694,             0.98446,             0.97883,             0.59963,            0.027577,           0.0041656,          0.00033314,           0.0042976,           0.0042976,           0.0042976
                 290,            0.019061,           0.0048564,          0.00088612,             0.97766,             0.98457,             0.97875,             0.59208,            0.029035,           0.0041565,          0.00035295,           0.0042778,           0.0042778,           0.0042778
                 291,            0.018583,           0.0050297,          0.00063363,             0.97904,             0.98472,             0.97851,               0.631,            0.026501,           0.0040767,          0.00033813,            0.004258,            0.004258,            0.004258
                 292,            0.019756,           0.0049154,          0.00069313,             0.97982,             0.98495,             0.97853,             0.59933,             0.02693,             0.00419,            0.000331,           0.0042382,           0.0042382,           0.0042382
                 293,            0.021746,           0.0050603,          0.00083986,             0.98055,             0.98508,             0.97806,             0.58473,            0.028856,            0.004342,          0.00034411,           0.0042184,           0.0042184,           0.0042184
                 294,            0.020117,           0.0047148,          0.00068571,             0.98244,             0.98571,             0.97808,             0.58754,            0.030217,           0.0043855,          0.00034982,           0.0041986,           0.0041986,           0.0041986
                 295,            0.019346,            0.004882,          0.00072713,             0.98266,             0.98555,             0.97775,             0.59328,             0.02709,           0.0042902,          0.00037112,           0.0041788,           0.0041788,           0.0041788
                 296,            0.021109,            0.005029,           0.0011356,             0.98204,              0.9852,              0.9778,              0.6044,            0.026504,           0.0043041,          0.00041726,            0.004159,            0.004159,            0.004159
                 297,            0.019483,           0.0050021,          0.00095871,             0.98204,             0.98502,             0.97865,             0.58791,            0.027045,           0.0043004,          0.00043671,           0.0041392,           0.0041392,           0.0041392
                 298,            0.019113,             0.00496,          0.00097797,             0.97982,             0.98465,             0.97947,             0.57502,            0.029723,           0.0044563,          0.00044665,           0.0041194,           0.0041194,           0.0041194
                 299,            0.018797,           0.0050875,          0.00092722,             0.97765,             0.98444,             0.98193,             0.55822,            0.030126,           0.0045518,          0.00044385,           0.0040996,           0.0040996,           0.0040996
                 300,             0.01797,           0.0049936,          0.00065196,             0.97571,             0.98445,             0.98251,             0.59129,            0.027711,           0.0044919,          0.00045479,           0.0040798,           0.0040798,           0.0040798
                 301,            0.018402,           0.0046808,          0.00081122,             0.97468,              0.9845,             0.98351,             0.60279,            0.027774,           0.0044408,          0.00046871,             0.00406,             0.00406,             0.00406
                 302,            0.019258,           0.0047561,          0.00062454,             0.97433,             0.98451,              0.9835,             0.61688,            0.027771,           0.0043942,           0.0004812,           0.0040402,           0.0040402,           0.0040402
                 303,            0.018521,           0.0049415,          0.00043016,             0.97426,              0.9845,             0.98358,             0.62016,            0.027746,           0.0043332,          0.00048304,           0.0040204,           0.0040204,           0.0040204
                 304,            0.018095,           0.0044732,          0.00060567,             0.97384,             0.98444,             0.98354,             0.58068,            0.029711,            0.004328,          0.00045449,           0.0040006,           0.0040006,           0.0040006
                 305,            0.017993,           0.0052513,           0.0006639,              0.9748,             0.98435,             0.98353,             0.58032,             0.02833,           0.0042402,          0.00043315,           0.0039808,           0.0039808,           0.0039808
                 306,            0.019296,           0.0046085,          0.00082453,             0.97611,             0.98429,             0.98317,             0.60961,            0.027621,           0.0042279,          0.00043573,            0.003961,            0.003961,            0.003961
                 307,            0.018164,           0.0049801,           0.0004156,             0.97774,             0.98439,             0.98026,             0.57122,            0.030983,           0.0044318,          0.00041564,           0.0039412,           0.0039412,           0.0039412
